SampleID,Country,Latitude,Longitude,pc1,pc2,pc3
SAMP2497,Puerto Rico (USA),18.37911111111111,-67.19072222222222,3.307338028,3.567319965,2.572041909
SAMP2499,Puerto Rico (USA),18.37938888888889,-67.18447222222223,2.866011477,2.578424312,2.233263454
SAMP25,Kenya,0.26732222222222224,34.46234444444445,-7.853491053,-0.865084014,-0.976601227
SAMP2500,Puerto Rico (USA),18.478583333333333,-66.95008333333334,2.852963942,4.261765601,2.319713937
SAMP2501,Puerto Rico (USA),18.400527777777775,-67.11763888888888,2.301290251,3.172086007,1.758752231
SAMP2502,Puerto Rico (USA),18.29302777777778,-66.30672222222222,1.785532844,3.007703422,1.655537429
SAMP2503,Puerto Rico (USA),18.406,-67.12049999999999,2.105980103,2.827533857,1.558227819
SAMP2505,Puerto Rico (USA),18.01861111111111,-66.78591666666667,1.724356371,2.755763753,2.279289513
SAMP2507,Puerto Rico (USA),18.04952777777778,-66.50208333333333,2.909190299,3.739300197,0.520642446
SAMP2508,Puerto Rico (USA),18.002166666666668,-66.1091111111111,2.566208927,4.325858308,0.676003708
SAMP2509,Puerto Rico (USA),18.177944444444446,-67.14366666666668,3.33520455,3.033701573,3.052526248
SAMP2511,Puerto Rico (USA),18.018444444444444,-66.61927777777777,5.173320358,3.93336484,1.440479046
SAMP2513,Puerto Rico (USA),18.352805555555555,-66.17111111111112,3.426531332,2.795803013,2.055485216
SAMP2517,Puerto Rico (USA),18.058416666666666,-66.51094444444445,3.644387064,2.685888793,0.835145175
SAMP2524,Puerto Rico (USA),18.343722222222222,-66.32811111111111,2.20986539,3.739766337,2.619413896
SAMP2526a,Rep. Georgia,42.626444444444445,42.16616666666666,6.030953183,-9.882712329,1.600473598
SAMP2542a,Rep. Georgia,42.626444444444445,42.16616666666666,5.468284941,-9.968256808,1.789309027
SAMP2543a,Rep. Georgia,42.626444444444445,42.16616666666666,5.645234884,-9.898724595,1.843731722
SAMP255,Zambia,-16.885825,26.720977777777776,9.19689636,2.383723285,-3.827128693
SAMP256,Zambia,-16.885825,26.720977777777776,9.641631746,3.332361947,-3.437334327
SAMP2562a,Rep. Georgia,42.601194444444445,42.153555555555556,5.49490652,-9.917650873,1.863429624
SAMP257,Zambia,-16.885825,26.720977777777776,11.61998625,3.532788322,-4.473127934
SAMP2579a,Rep. Georgia,42.601194444444445,42.153555555555556,5.806888755,-9.886826064,1.373401527
SAMP258,Zambia,-16.885825,26.720977777777776,-8.387273437,-1.023753129,-1.306551122
SAMP2580a,Rep. Georgia,42.601194444444445,42.153555555555556,5.899497967,-9.632715452,1.568003171
SAMP2591a,Rep. Georgia,42.46555555555556,42.16433333333333,5.72754304,-9.971959345,1.477908306
SAMP2592a,Rep. Georgia,42.46555555555556,42.16433333333333,5.355432208,-10.15174302,1.562354195
SAMP26,Kenya,0.26732222222222224,34.46234444444445,-8.147717323,-0.205645872,-1.549754782
SAMP2607a,Rep. Georgia,42.46555555555556,42.16433333333333,5.767670216,-9.901579641,1.497693597
SAMP2608a,Rep. Georgia,42.46555555555556,42.16433333333333,5.183452096,-10.1145806,1.638243899
SAMP2624a,Rep. Georgia,42.43830555555555,42.096250000000005,5.965859794,-10.03550182,1.575732116
SAMP2645a,Rep. Georgia,42.43830555555555,42.096250000000005,5.328312501,-10.11942537,1.860295434
SAMP2646a,Rep. Georgia,42.43830555555555,42.096250000000005,5.777091163,-9.898256398,1.527920808
SAMP265,Tunisia,36.963638888888894,10.052055555555556,-4.384480374,-1.476575451,0.008692323
SAMP2655a,Rep. Georgia,42.518138888888885,42.195277777777775,5.320026456,-10.00189936,1.749695176
SAMP2656a,Rep. Georgia,42.518138888888885,42.195277777777775,5.667840431,-10.12650514,1.82684165
SAMP2657a,Rep. Georgia,42.518138888888885,42.195277777777775,5.199613953,-10.25328452,1.844498644
SAMP266,Tunisia,36.963638888888894,10.052055555555556,-4.180832986,-1.558758857,-0.172485527
SAMP2675a,Rep. Georgia,42.48280555555556,42.05108333333333,5.61806177,-9.776161088,1.420970458
SAMP2676a,Rep. Georgia,42.48280555555556,42.05108333333333,5.512393588,-10.02782039,1.538658349
SAMP2677a,Rep. Georgia,42.48280555555556,42.05108333333333,5.250048554,-9.779527035,1.914776799
SAMP269,Tunisia,36.626777777777775,9.966861111111111,-3.79679842,-1.628464049,0.166105512
SAMP2691a,Rep. Georgia,42.5665,42.14677777777778,5.810780701,-10.1162237,1.521272377
SAMP2692a,Rep. Georgia,42.5665,42.14677777777778,5.718719088,-10.03096978,1.253853586
SAMP2693a,Rep. Georgia,42.5665,42.14677777777778,5.6501906,-9.830091924,1.520972076
SAMP2694,Rep. Georgia,42.5665,42.14677777777778,5.697105233,-9.806475228,1.694866704
SAMP27,Kenya,3.547725,39.427788888888884,-7.876434598,-1.292718243,-1.931505789
SAMP270,Tunisia,36.626777777777775,9.966861111111111,-4.485953641,-1.009804132,-0.378566767
SAMP2704a,Rep. Georgia,42.516416666666665,42.126194444444444,5.571195927,-10.39387305,1.665536811
SAMP2705a,Rep. Georgia,42.516416666666665,42.126194444444444,5.75364592,-10.29424793,1.474122798
SAMP2706a,Rep. Georgia,42.516416666666665,42.126194444444444,5.550651846,-10.08555445,1.786906211
SAMP271,Tunisia,36.638083333333334,9.969111111111111,-4.657368511,-1.638503666,0.222531491
SAMP272,Tunisia,36.638083333333334,9.969111111111111,-3.946912832,-1.792504833,-0.963021377
SAMP2720a,USA,27.637166666666666,-82.55024999999999,3.686609068,1.060497454,-1.250413922
SAMP2721a,USA,27.637166666666666,-82.55024999999999,6.097769739,1.742390484,0.226032584
SAMP2722a,USA,27.637166666666666,-82.55024999999999,4.84764403,1.325052674,-0.828051043
SAMP2723a,USA,27.637166666666666,-82.55024999999999,5.799423703,1.418651332,-1.134921176
SAMP2736a,USA,27.64061111111111,-82.55527777777777,4.160681242,1.863794384,1.491669462
SAMP2737a,USA,27.64061111111111,-82.55527777777777,5.268619349,1.356366006,-1.158043569
SAMP2738a,USA,27.64061111111111,-82.55527777777777,4.470920537,0.528316823,0.213039751
SAMP2739a,USA,27.64061111111111,-82.55527777777777,6.224680813,2.265848357,0.276262303
SAMP275,Tunisia,36.14802777777778,10.34613888888889,-4.003268155,-1.403035582,0.497517682
SAMP2755a,USA,27.639527777777776,-82.55377777777778,6.502910423,0.844385763,-1.047428924
SAMP2756a,USA,27.639527777777776,-82.55377777777778,9.368688175,3.685910922,-2.286620731
SAMP2757a,USA,27.639527777777776,-82.55377777777778,8.74310544,1.578986965,-1.102370876
SAMP2758a,USA,27.639527777777776,-82.55377777777778,9.097102292,2.117502629,-2.845580142
SAMP277,Tunisia,36.14802777777778,10.34613888888889,-3.469141437,-1.760318641,-0.625196621
SAMP2777a,USA,27.638666666666666,-82.55961111111111,4.090486374,1.651274589,-2.046148702
SAMP2778a,USA,27.638666666666666,-82.55961111111111,6.041357129,2.33180085,-0.65040808
SAMP2779a,USA,27.638666666666666,-82.55961111111111,6.032383956,2.492977044,-0.814734071
SAMP2780a,USA,27.638666666666666,-82.55961111111111,4.870956795,2.293407709,-1.650042037
SAMP279,Tunisia,36.72972222222222,9.187611111111112,-4.215180948,-1.35541343,-0.331835809
SAMP2799a,USA,27.629361111111113,-82.55658333333334,3.37676748,1.556628791,-1.298901554
SAMP28,Kenya,3.547725,39.427788888888884,-7.776233353,-1.092321263,-1.339765256
SAMP2800a,USA,27.629361111111113,-82.55658333333334,4.187197164,1.945679102,1.199403666
SAMP2801a,USA,27.629361111111113,-82.55658333333334,2.773805983,1.913695476,-1.344523485
SAMP2802a,USA,27.629361111111113,-82.55658333333334,4.072982761,2.313528111,0.865964382
SAMP281,Tunisia,36.72972222222222,9.187611111111112,-4.619829557,-1.454514413,-0.688444041
SAMP2814a,USA,27.628583333333335,-82.55863888888888,6.204568941,0.149006987,-1.007233642
SAMP2815a,USA,27.628583333333335,-82.55863888888888,4.561566772,1.718194345,-0.197948683
SAMP2816a,USA,27.628583333333335,-82.55863888888888,5.12093348,1.226333486,-0.12396368
SAMP2817a,USA,27.628583333333335,-82.55863888888888,5.447293468,0.397221117,-0.794527936
SAMP283,Tunisia,36.64872222222222,10.591611111111112,-4.31460829,-1.989518273,-0.879887046
SAMP285,Tunisia,36.64872222222222,10.591611111111112,-3.988801036,-1.62710177,-0.231821529
SAMP2859a,USA,27.92913888888889,-82.44436111111112,5.534702846,1.798488049,-1.118973715
SAMP286,Tunisia,36.64872222222222,10.591611111111112,-3.949492765,-1.988375014,-0.656504564
SAMP2860a,USA,27.92913888888889,-82.44436111111112,5.578071589,1.875949421,-1.687224607
SAMP2865a,USA,27.92913888888889,-82.44436111111112,5.52942702,2.54918675,0.628916215
SAMP2866a,USA,27.92913888888889,-82.44436111111112,4.647997013,1.343329721,0.28617608
SAMP2879a,USA,27.93138888888889,-82.44375000000001,4.740401198,2.041051348,-0.475595016
SAMP288,Tunisia,35.847833333333334,9.591888888888889,-4.314373931,-2.068371108,-1.01593075
SAMP2880a,USA,27.93138888888889,-82.44375000000001,4.751023872,2.162709868,-0.30841263
SAMP2881a,USA,27.93138888888889,-82.44375000000001,4.75083619,2.585394762,-0.725427805
SAMP2882a,USA,27.93138888888889,-82.44375000000001,4.935241453,1.563899733,-0.132137188
SAMP29,Kenya,3.525183333333333,39.45001666666667,-7.709037316,-1.060039523,-1.993932523
SAMP2901a,USA,27.90897222222222,-82.43211111111111,4.444451503,1.669652018,0.757627251
