SampleID,Country,Latitude,Longitude,pc1,pc2,pc3
SAMP1285,Bolivia,"15°33'28.0""S","67°19'57.6""W",-5.238621723,-0.389729588,2.082617639
SAMP1286,Bolivia,"15°33'28.0""S","67°19'57.6""W",-7.030082632,-0.147787674,0.271473457
SAMP1287,Bolivia,"16°28'05.4""S","68°10'40.0""W",-5.408069824,0.19141458,0.953092041
SAMP1288,Bolivia,"16°28'05.4""S","68°10'40.0""W",-5.12511825,0.018507069,1.856284408
SAMP1289,Bolivia,"15°49'43.8""S","67°33'48.7""W",-6.285106214,0.125498353,-0.563849282
SAMP1290,Bolivia,"15°49'43.8""S","67°33'48.7""W",-5.614636135,0.660350485,1.155763703
SAMP1291,Bolivia,"16°28'21.8""S","67°27'11.1""W",-4.934960499,0.601448589,0.743606081
SAMP1292,Bolivia,"16°28'21.8""S","67°27'11.1""W",-5.536744376,0.727756894,-1.050097813
SAMP1293,Bolivia,"14°43'11.3""S","68°24'46.9""W",-7.002886624,0.112000922,0.428937751
SAMP1294,Bolivia,"14°43'11.3""S","68°24'46.9""W",-5.412335681,0.029930081,0.921451379
SAMP1295,Bolivia,"16°06'03.8""S","68°03'06.9""W",-2.176741595,1.59186488,-0.013451619
SAMP1296,Bolivia,"16°06'03.8""S","68°03'06.9""W",-1.76184107,1.349159393,-0.140185379
SAMP1298,Bolivia,"17°53'33.5""S","63°19'59.3""W",-6.171496529,1.212510572,0.475242443
SAMP1299,Bolivia,"17°53'33.5""S","63°19'59.3""W",-6.264179273,0.293798523,0.949195753
SAMP13,Kenya,0°17'40.99''N,34°30'55.01''E,-7.75250904,-0.299534367,-1.466093418
SAMP1300,Bolivia,"17°53'33.5""S","63°19'59.3""W",-5.17896473,1.092736168,1.520602469
SAMP1301,Bolivia,"17°24'03.9""S","63°52'51.3""W",-5.862213715,-0.021199772,0.712872259
SAMP1303,Bolivia,"17°24'03.9""S","63°52'51.3""W",-5.849417283,0.682553735,1.275998343
SAMP1304,Bolivia,"17°24'03.9""S","63°52'51.3""W",-5.330991906,0.237002843,1.509817785
SAMP1306,Bolivia,"17°40'00.3""S","62°43'05.9""W",-5.719056784,0.027557605,1.399118352
SAMP1307,Bolivia,"17°40'00.3""S","62°43'05.9""W",-5.331794063,0.449948453,0.379143587
SAMP1308,Bolivia,"17°40'00.3""S","62°43'05.9""W",-5.823177548,-0.084254657,1.476927194
SAMP1310,Bolivia,"18°54'02.3""S","63°23'45.3""W",-4.827224211,-0.38794724,1.238414776
SAMP1311,Bolivia,"18°54'02.3""S","63°23'45.3""W",-5.948942136,0.216832815,1.373435296
SAMP1312,Bolivia,"18°54'02.3""S","63°23'45.3""W",-4.440621114,0.048961492,0.105175331
SAMP1314,Bolivia,"17°23'38.6""S","66°09'26.4""W",-7.164072511,0.67683184,1.640952602
SAMP1315,Bolivia,"17°23'38.6""S","66°09'26.4""W",-6.418053084,1.165848589,1.384044063
SAMP1316,Bolivia,"17°23'38.6""S","66°09'26.4""W",-7.432617177,0.431407491,1.76701542
SAMP1318,Bolivia,"16°58'17.5""S","65°25'18.7""W",-3.759419424,0.78471491,0.212025574
SAMP1319,Bolivia,"16°58'17.5""S","65°25'18.7""W",-2.87990275,1.212196868,1.578805205
SAMP1320,Bolivia,"16°58'17.5""S","65°25'18.7""W",-3.199682883,1.227009532,0.55772368
SAMP1321,Bolivia,"17°56'22.9""S","65°20'15.1""W",-4.807789313,-0.985354973,0.062854478
SAMP1322,Bolivia,"17°56'22.9""S","65°20'15.1""W",-4.338395385,-0.368927022,0.323232692
SAMP1323,Bolivia,"17°56'32.6""S","65°20'53.7""W",-4.218443172,1.326986977,1.77767263
SAMP1324,Bolivia,"17°56'32.6""S","65°20'53.7""W",-4.571142221,1.08183397,0.72327656
SAMP1325,Bolivia,"17°56'39.1""S","65°20'27.5""W",-5.432835559,0.034846569,0.869396917
SAMP1326,Bolivia,"17°56'39.1""S","65°20'27.5""W",-4.697758727,-0.301523512,1.63960821
SAMP1327,Bolivia,"17°04'49.7""S","66°48'51.6""W",-5.018680319,1.666058703,0.815193966
SAMP1328,Bolivia,"17°04'49.7""S","66°48'51.6""W",-5.934002443,0.671358364,0.568275616
SAMP1330,Bolivia,"18°56'58.4""S","65°00'00.2""W",-4.111842353,0.427000686,0.212608913
SAMP1331,Panama,9°18'12.4''N,78°14'11.9''W,-5.472926829,0.536162313,1.813383644
SAMP1332,Panama,9°18'12.4''N,78°14'11.9''W,-6.52774538,0.263644744,1.162618421
SAMP1333,Panama,9°18'12.4''N,78°14'11.9''W,-5.807659768,0.049013656,0.679641133
SAMP1334,Panama,8°27'58.7''N,77°56'53.6''W,-5.155596862,0.32782496,1.673432547
SAMP1335,Panama,8°27'58.7''N,77°56'53.6''W,-6.195622239,-0.269102376,0.415738027
SAMP1337,Panama,8°27'58.7''N,77°56'53.6''W,-5.254388251,-0.241096065,2.129991924
SAMP1338,Panama,8°28'19.6''N,77°57'10.3''W,-5.433459502,-0.109504727,0.89569288
SAMP1340,Panama,8°28'19.6''N,77°57'10.3''W,-5.152369446,-0.589697199,0.27496333
SAMP1345,Panama,8°27'58.7''N,77°56'53.6''W,-6.476179262,-0.633751524,0.91953616
SAMP1347,Panama,8°28'19.6''N,77°57'10.3''W,-5.627934951,0.536458118,0.472240375
SAMP1351,Panama,8°27'58.7''N,77°56'53.6''W,-3.972884396,-1.023798006,0.257761936
SAMP1353,Panama,9°00'09.8''N,79°46'36.5''W,-6.607755289,0.479014612,-0.090333707
SAMP1355,Panama,9°00'08.8''N,79°47'26.0''W,-7.191053257,1.2882034,1.245216994
SAMP1356,Panama,9°00'08.8''N,79°47'26.0''W,-6.684661419,0.404705577,1.790716062
SAMP1357,Panama,9°00'09.8''N,79°46'36.5''W,-6.791539566,-0.160686735,0.025826043
SAMP1359,Panama,8°15'25.3''N,80°32'30.8''W,-6.17000661,-0.441004799,0.776417185
SAMP1360,Panama,8°15'25.3''N,80°32'30.8''W,-6.4886273,-0.194006976,-0.406331995
SAMP1361,Panama,8°15'25.3''N,80°32'30.8''W,-5.927049723,0.228784689,0.044759816
SAMP1362,Panama,8°15'25.3''N,80°32'30.8''W,-6.560570047,0.517760501,0.687134225
SAMP1363,Panama,8°04'44.4''N,80°45'42.7''W,-6.034255575,1.229943735,1.703323367
SAMP1364,Panama,8°04'44.4''N,80°45'42.7''W,-6.691820972,0.539274806,1.287626498
SAMP1366,Panama,8°04'44.4''N,80°45'42.7''W,-6.032623591,0.847626764,0.169569408
SAMP1367,Panama,8°25'21.9''N,81°03'16.4''W,-5.563208826,0.139438071,0.655098658
SAMP1368,Panama,8.0°25.00'21.90''N,81.0°3.00'16.40''W,-5.768680659,-0.104097785,0.345853694
SAMP1369,Panama,8°25'21.9''N,81°03'16.4''W,-6.389872348,-0.194502761,-0.312219042
SAMP1370,Panama,8°25'21.9''N,81°03'16.4''W,-5.384772502,-0.02997282,0.016303745
SAMP1371,Panama,8°31'16.3''N,82°11'38.2''W,-5.744517618,0.384399612,0.344666424
SAMP1374,Panama,8°31'16.3''N,82°11'38.2''W,-7.241552891,-0.321110827,0.109228586
SAMP1377,Panama,8°32'36.2''N,82°40'07.8''W,-6.553297963,-0.727262125,0.470138924
SAMP1379,Panama,8°36'31.3''N,82°37'59.0''W,-6.5765527,0.296078012,0.050080033
SAMP138,Morocco,34°48'18.9''N,5°28'57.7''W,-6.207520058,-0.391366634,1.631966612
SAMP1382,Panama,8.0°28.00'12.80''N,82.0°46.00'39.70''W,-6.037841317,0.242066906,0.480131384
SAMP1383,Panama,8°28'12.8''N,82°46'39.7''W,-5.770368291,-0.486384363,-0.768989263
SAMP1385,Panama,8°30'24.9''N,82°47'04.7''W,-5.936910198,0.273651374,1.513149492
SAMP1386,Panama,8°30'24.9''N,82°47'04.7''W,-5.684334907,0.397016501,0.849522051
SAMP1387,Panama,8°30'24.9''N,82°47'04.7''W,-5.685295408,0.623567932,-1.251596837
SAMP1388,Panama,8°30'24.9''N,82°47'04.7''W,-5.981523044,0.447963038,0.273520629
SAMP1389,Costa Rica,"9°43'6.01""N","84°3'28.53""W",-3.151551902,1.44633851,0.695061264
SAMP139,Morocco,"34°48'18.9""N","5°28'57.7""W",-6.101117796,-0.132679917,1.512653148
SAMP1390,Costa Rica,"9°43'6.01""N","84°3'28.53""W",-3.465998637,0.06460553,-0.656514223
SAMP1391,Costa Rica,"9°56'13.45""N","84°13'57.79""W",-5.299225019,0.938339476,0.273551285
SAMP1392,Costa Rica,"9°56'13.45""N","84°13'57.79""W",-5.587054139,0.555454215,0.734194379
SAMP1393,Costa Rica,"9°51'25.27""N","83°50'21.06""W",-5.262090662,0.272227937,1.260751489
SAMP1394,Costa Rica,"9°51'25.27""N","83°50'21.06""W",-5.980527693,0.121222439,-0.867007435
SAMP1395,Costa Rica,"10°5'10.21""N","84°28'46.17""W",-4.984968069,1.276037185,1.1127861
SAMP1396,Costa Rica,"10°5'10.21""N","84°28'46.17""W",-4.585604675,-0.397447204,0.893949564
SAMP1397,Costa Rica,"10°17'58.52""N","84°35'43.26""W",-4.678059873,-0.390615912,-0.92999914
SAMP1398,Costa Rica,"10°17'58.52""N","84°35'43.26""W",-4.815378108,-0.049630317,1.127373029
SAMP1399,Argentina,"26°48'1.59""S","60°25'52.45""W",-4.188061931,0.104007762,1.659443046
SAMP14,Kenya,"0°17'40.99""N","34°30'55.01""E",-7.040160602,-1.075891921,-1.250759691
SAMP1400,Argentina,"26°48'1.59""S","60°25'52.45""W",-4.2243966,0.359730522,0.677646083
SAMP1401,Argentina,"26°5'41.89""S","58°30'59.29""W",-5.200900747,0.657641372,2.008526392
SAMP1402,Argentina,"26°5'41.89""S","58°30'59.29""W",-5.891191631,-0.056600358,1.342961717
SAMP1403,Argentina,"31°9'12.30""S","64°17'55.54""W",-3.019166513,1.002912716,1.063567745
SAMP1404,Argentina,"31°9'12.30""S","64°17'55.54""W",-2.880309174,1.853121443,1.223996751
SAMP1405,Argentina,"30°44'57.00""S","64°38'54.30""W",-2.663466351,1.484109042,0.197164706
SAMP1406,Argentina,"30°44'57.00""S","64°38'54.30""W",-1.122825897,1.876260478,0.430512296
SAMP1407,Argentina,"30°45'27.31""S","64°40'18.00""W",-1.82224036,1.095183452,1.372787267
SAMP1408,Argentina,"30°45'27.31""S","64°40'18.00""W",-2.392933109,1.238413387,-0.742899873
SAMP1409,Argentina,"30°45'6.10""S","64°39'44.63""W",-0.757595884,1.441017902,1.05607811
SAMP141,Morocco,34°48'18.9''N,5°28'57.7''W,-6.427267179,0.041231728,1.56409418
SAMP1411,Argentina,"41°8'0.50""S","71°18'37.00""W",9.633864739,2.16641518,-2.912542138
SAMP1412,Argentina,"41°8'0.50""S","71°18'37.00""W",9.011460884,1.491789153,-3.376637235
SAMP1413,Argentina,26°24'33.41''S,54°40'13.49''W,-6.683066126,0.899725223,1.291065711
SAMP1419,Argentina,24°05'21.84''S,65°17'09.44''W,-4.462024678,1.592222254,2.359911468
SAMP142,Morocco,34°48'18.9''N,5°28'57.7''W,-5.893210816,0.724238306,1.374552009
SAMP1421,Argentina,"37°52'5.98""S","58°17'50.53""W",7.706062536,3.515036526,-2.32313614
SAMP1422,Argentina,"37°52'5.98""S","58°17'50.53""W",6.521180647,3.713552906,0.798286787
SAMP1423,Argentina,"27°43'49.63""S","64°14'36.41""W",-6.894269688,1.030703869,0.164771327
SAMP1424,Argentina,"27°43'49.63""S","64°14'36.41""W",-6.155390507,0.508582442,1.723172559
SAMP1426,Argentina,"27°49'14.05""S","64°10'29.64""W",1.962608477,1.499396605,-0.317425923
SAMP1427,Argentina,"27°47'1.62""S","64°14'54.63""W",1.445431218,1.115754941,1.146142084
SAMP1428,Argentina,"27°47'1.62""S","64°14'54.63""W",-4.269424377,-0.244916528,1.358141561
SAMP143,Morocco,34°48'18.9''N,5°28'57.7''W,-7.017118416,-0.087400594,0.835779719
SAMP1431,Argentina,28°52'30.71''S,67°33'16.08''W,2.813208264,-0.11397766,0.663754127
SAMP1432,Argentina,28°52'30.71''S,67°33'16.08''W,-3.285282395,0.512059924,1.203265553
SAMP1433,Argentina,"27°25'29.59""S","65°59'27.37""W",-5.372772147,-0.059035073,-0.154466012
SAMP1434,Argentina,"27°25'29.59""S","65°59'27.37""W",-4.555207776,0.246432747,0.471957341
SAMP1435,Argentina,"33°37'41.19""S","69°01'49.58""W",8.498965742,2.567790012,-0.047628976
SAMP1436,Argentina,"33°37'41.19""S","69°01'49.58""W",6.360865723,1.866431693,-1.615217761
SAMP1437,Argentina,"26°50'21.07""S","65°16'57.77""W",-4.054784725,1.417473943,1.625113068
SAMP1438,Argentina,"26°50'21.07""S","65°16'57.77""W",-3.719828959,0.37875339,0.174919683
SAMP1439,Argentina,"26°47'11.34""S","65°19'25.27""W",-4.318328528,0.869696616,2.744938151
SAMP144,Morocco,"34°48'18.9""N","5°28'57.7""W",-5.997902056,-0.089641003,2.288520409
SAMP1440,Argentina,"26°47'11.34""S","65°19'25.27""W",-4.89753296,0.244512956,1.917193148
SAMP1441,Argentina,"34°34'4.67""S","59°13'3.74""W",5.844609631,3.171375103,0.227664686
SAMP1442,Argentina,"34°34'4.67""S","59°13'3.74""W",5.971549647,2.55269697,1.544933106
SAMP1444,Argentina,"34°36'57.57""S","58°39'22.99""W",4.729394347,3.369501918,1.739037235
SAMP1445,Argentina,"26°38'52.58""S","65°7'55.61""W",-1.849682131,1.248982226,1.690986082
SAMP1446,Argentina,"26°38'52.58""S","65°7'55.61""W",4.599361407,2.755351024,1.43957723
SAMP1447,Argentina,"27°35'52.04""S","65°37'44.78""W",8.37851793,2.661671666,-0.807147808
SAMP1449,Argentina,"27°18'0.01""S","65°7'7.36""W",-4.774562945,0.598457563,0.508165512
SAMP1450,Argentina,"27°18'0.01""S","65°7'7.36""W",-4.632503412,0.711761346,1.022449908
SAMP1451,Argentina,"27°18'0.01""S","65°7'7.36""W",-4.331390583,0.559301384,0.789231074
SAMP1452,Argentina,"34°26'34.66""S","59°26'50.06""W",7.052686399,3.326428048,-0.721548094
SAMP1453,Argentina,"34°26'34.66""S","59°26'50.06""W",7.181415738,3.266827865,-0.867988533
SAMP1454,Turkey,migratorybeekeeping,0,6.51726857,-8.678690372,1.749309823
SAMP1456,Turkey,migratorybeekeeping,0,5.801332622,-8.083677561,0.814333752
SAMP146,Morocco,"34°00'22.9""N","6°43'22.0""W",-6.71143121,0.117569275,1.167547505
SAMP1478,Turkey,"36°46'12.0""N","29°12'36.0""E",6.12529024,-9.06782027,0.948577505
SAMP1480,Turkey,"36°46'12.0""N","29°12'36.0""E",5.405217523,-9.077420968,1.421166861
SAMP1492,Turkey,"35°59'24.0""N","36°09'00.0""E",6.558546647,-7.933807723,0.643095022
SAMP1494,Turkey,"35°59'24.0""N","36°09'00.0""E",6.628764951,-7.907822994,1.383252629
SAMP15,Kenya,"0°15'27.88""N","34°45'03.98""E",-8.190572098,-0.705741503,-1.605892572
SAMP1502,Turkey,"41°37'12.0""N","27°21'36.0""E",8.450024601,-3.409992726,-3.822129119
SAMP1504,Turkey,"41°55'12.0""N","27°26'24.0""E",9.511770946,-3.744214309,-2.365032656
SAMP1508,Turkey,"40°48'00.0""N","27°21'36.0""E",7.803369405,-5.224509847,-1.458367208
SAMP1509,Turkey,"40°40'12.0""N","27°13'12.0""E",6.914390371,-7.142124093,-1.12864653
SAMP151,Morocco,"34°00'22.9""N","6°43'22.0""W",-6.375874704,-0.038424167,1.199076975
SAMP1510,Turkey,"40°48'00.0""N","27°21'36.0""E",7.244604882,-5.728229778,-2.005839308
SAMP1522,Turkey,"40°07'12.0""N","30°06'00.0""E",5.798086183,-9.037549248,1.067701998
SAMP1523,Turkey,"39°22'48.0""N","29°34'48.0""E",5.854538599,-9.461270551,1.056066516
SAMP1525,Turkey,"39°38'24.0""N","31°04'12.0""E",6.139615884,-8.921070729,1.120659034
SAMP1526,Turkey,"39°38'24.0""N","31°04'12.0""E",5.959769013,-8.224743391,0.429012114
SAMP1528,Turkey,"40°37'48.0""N","26°33'00.0""E",5.641984851,-8.794399129,0.849113392
SAMP1529,Turkey,"40°37'48.0""N","31°42'00.0""E",6.037266486,-9.068648263,1.330688358
SAMP1530,Turkey,"41°16'48.0""N","31°49'12.0""E",5.669632412,-8.78678362,1.087286704
SAMP1531,Turkey,"40°37'48.0""N","31°42'00.0""E",6.354637424,-8.600070368,1.335126813
SAMP154,Morocco,"34°00'22.9""N","6°43'22.0""W",-6.205605899,-0.648774593,0.868121714
SAMP1549,Turkey,migratorybeekeeping,migratorybeekeeping,5.692519454,-9.462463312,1.828907962
SAMP1550,Turkey,"41°15'00.0""N","42°21'00.0""E",5.880646632,-9.632879292,1.653844391
SAMP1551,Turkey,"41°57'00.0""N","27°09'36.0""E",8.334507058,-4.765360534,-2.997956872
SAMP157,Morocco,"34°00'22.9""N","6°43'22.0""W",-6.313924576,-0.70101714,0.833915708
SAMP1570,Turkey,migratorybeekeeping,migratorybeekeeping,8.467908552,-3.594379772,-2.709145404
SAMP158,Morocco,"34°00'22.9""N","6°43'22.0""W",-6.330936519,-0.412342458,0.891355008
SAMP1582,Turkey,migratorybeekeeping,migratorybeekeeping,5.980045562,-9.416910077,1.724674186
SAMP159,Morocco,"34°00'22.9""N","6°43'22.0""W",-5.935846399,-0.909426812,1.952801338
SAMP16,Kenya,"0°15'27.88""N","34°45'03.98""E",-7.920630047,-1.222794972,-1.550925449
SAMP1620,Turkey,"41°10'12.0""N","41°48'00.0""E",5.707589264,-9.895542276,1.809794198
SAMP1638,Turkey,migratorybeekeeping,migratorybeekeeping,6.058494993,-8.649345193,1.240970409
SAMP1639,Turkey,"40°57'36.0""N","31°27'00.0""E",6.451862042,-8.331465226,0.949388893
SAMP164,Morocco,31°27'39.3''N,7°51'54.8''W,-5.426131066,-0.68942974,1.451394067
SAMP1640,Turkey,"40°57'36.0""N","31°27'00.0""E",6.092783548,-8.619101386,1.760543088
SAMP1653,Turkey,"41°13'48.0""N","42°51'36.0""E",5.858154495,-9.60175758,1.135008275
SAMP1654,Turkey,"41°13'48.0""N","42°51'36.0""E",5.920293851,-9.727326192,1.81529021
SAMP1656,Turkey,"41°14'24.0""N","42°47'24.0""E",5.769185537,-9.62427523,1.382851705
SAMP1660,Turkey,migratorybeekeeping,migratorybeekeeping,5.107881625,-9.291657788,1.023740641
SAMP1662,Turkey,migratorybeekeeping,migratorybeekeeping,5.895633035,-8.697566945,1.203654392
SAMP17,Kenya,"0°15'42.98""N","34°55'40.31""E",-8.086895238,-0.259207652,-1.952325017
SAMP171,Morocco,31°27'39.3''N,7°51'54.8''W,-6.043585275,-0.857841477,1.602536361
SAMP172,Morocco,31°27'39.3''N,7°51'54.8''W,-6.191679255,-0.526013699,0.964538307
SAMP173,Morocco,"31°27'39.3""N","7°51'54.8""W",-6.619904172,-0.544398596,0.786816895
SAMP1754,Israel,31°57'50.49''N,34°50'32.20''E,7.354033537,-0.878215563,-1.609993075
SAMP1755,Israel,31°57'50.49''N,34°50'32.20''E,6.978693649,0.300748792,-1.371517978
SAMP1758,Israel,31°57'50.49''N,34°50'32.20''E,7.507568119,-1.500503644,-1.523247502
SAMP1759,Israel,31°57'50.49''N,34°50'32.20''E,6.384206104,-1.539218841,-0.733527561
SAMP1762,Israel,31°57'50.49''N,34°50'32.20''E,7.801034858,-1.804533996,0.696675641
SAMP1763,Israel,31°57'50.49''N,34°50'32.20''E,7.558720539,-2.270634051,-0.5126647
SAMP1766,Israel,31°57'50.49''N,34°50'32.20''E,7.136469669,0.271462734,0.506635998
SAMP1767,Israel,31.0°57.00'50.49''N,34.0°50.00'32.20''E,8.049517095,0.610658531,-0.497955105
SAMP1776,Israel,31°49'27.74''N,35°06'17.71''E,6.777351563,-0.398222149,-1.135098262
SAMP1777,Israel,31°49'27.74''N,35°06'17.71''E,7.752832265,-1.10725178,-1.236435026
SAMP1782,Israel,32.0°16.00'33.75''N,34.0°52.00'45.02''E,8.311450388,-0.555407906,-1.841001579
SAMP1783,Israel,32°16'33.75''N,34°52'45.02''E,8.244785172,-1.987370685,-2.792091555
SAMP1786,Israel,32°16'33.75''N,34°52'45.02''E,8.1409529,-0.478339544,0.342469912
SAMP1787,Israel,32°16'33.75''N,34°52'45.02''E,8.209275044,-0.680117446,0.169436268
SAMP179,Zambia,11°12'33.67''S,28°53'33.10''E,-6.920178487,-1.495544085,-1.532898153
SAMP1790,Israel,31°58'46.78''N,34°46'31.48''E,7.054173574,-0.819337388,-2.140376277
SAMP1791,Israel,31°58'46.78''N,34°46'31.48''E,7.570590975,-0.052112485,-0.208554035
SAMP1792,Israel,31.0°59.00'51.51''N,34.0°48.00'59.79''E,7.780532803,-0.676319328,-2.168521842
SAMP1793,Israel,31°59'51.51''N,34°48'59.79''E,7.733062337,0.378273726,-1.612262718
SAMP1794,Israel,31°59'51.51''N,34°48'59.79''E,8.540006419,-1.027209962,-1.390655635
SAMP1795,Israel,31°59'51.51''N,34°48'59.79''E,7.5698484,-1.867881445,-1.112680055
SAMP18,Kenya,"0°15'42.98""N","34°55'40.31""E",-7.468291476,-1.147069742,-1.631783911
SAMP180,Zambia,11°12'33.67''S,28°53'33.10''E,-6.945203879,-1.65123476,-1.910961755
SAMP1800,USA,"42°43'50.91""N","84°28'37.09""W",7.697286151,1.728191669,-1.490611981
SAMP1801,USA,"42°43'50.91""N","84°28'37.09""W",8.336517004,2.037868575,-0.839175203
SAMP1802,USA,"42°43'50.91""N","84°28'37.09""W",8.743364903,2.357040312,-1.317794255
SAMP1803,USA,"42°43'50.91""N","84°28'37.09""W",7.680689242,2.391135683,-0.982209418
SAMP181,Zambia,11°12'33.67''S,28°53'33.10''E,-7.64852573,-0.761656693,-2.052828617
SAMP182,Zambia,11°12'33.67''S,28°53'33.10''E,-7.738281,-1.066930518,-1.46442751
SAMP183,Zambia,10°11'50.94''S,31°11'29.46''E,-8.171714652,-0.815446051,-1.760142918
SAMP1838,Argentina,"29°11'15.9""S","59°42'30.2""W",-5.518102115,0.646364798,1.457861886
SAMP1839,Argentina,"29°11'15.9""S","59°42'30.2""W",4.093516056,2.205352467,-1.33100567
SAMP184,Zambia,10°11'50.94''S,31°11'29.46''E,-7.690556878,-1.650546443,-2.186354129
SAMP1840,Argentina,"29°11'15.9""S","59°42'30.2""W",-4.653180974,-0.246877447,0.585348008
SAMP1841,Argentina,"29°11'15.9""S","59°42'30.2""W",-4.171549543,0.88301696,2.11013049
SAMP185,Zambia,10°11'50.94''S,31°11'29.46''E,-8.497014622,-1.675692067,-2.675328517
SAMP1850,Turkey,"40°47'12.4""N","30°24'26.7""E",6.557599918,-8.675491309,0.978461857
SAMP1852,Turkey,"41°37'25.2""N","27°30'35.2""E",6.677563236,-7.964567574,0.414507734
SAMP1853,Turkey,"41°37'25.2""N","27°30'35.2""E",8.690736368,-2.946751658,-3.150636237
SAMP1854,Turkey,"41°45'04.8""N","27°19'12.9""E",8.298219834,-3.957026648,-2.494161306
SAMP1855,Turkey,"41°45'04.8""N","27°19'12.9""E",8.791948569,-3.580336294,-3.401947742
SAMP1856,Turkey,"40°55'03.6""N","38°22'50.7""E",6.366097331,-9.425604781,1.005345928
SAMP1857,Turkey,"40°55'03.6""N","38°22'50.7""E",6.096919983,-9.490245772,1.483756577
SAMP1858,Turkey,"40°55'03.6""N","38°22'50.7""E",6.026765784,-9.225568908,1.129467343
SAMP1859,Turkey,"40°55'03.6""N","38°22'50.7""E",6.72988061,-8.283186652,1.321064596
SAMP186,Zambia,10°11'50.94''S,31°11'29.46''E,-8.241577692,-1.033396477,-2.234586627
SAMP1860,Turkey,"38°29'47.7""N","30°34'29.8""E",6.857889588,-9.248828199,0.924093555
SAMP1861,Turkey,"38°29'47.7""N","30°34'29.8""E",5.72962982,-8.123188364,0.724541177
SAMP1862,Turkey,"38°29'47.7""N","30°34'29.8""E",5.893704357,-8.547034182,1.605559634
SAMP1863,Turkey,"38°29'47.7""N","30°34'29.8""E",5.834794939,-9.303316753,1.08417382
SAMP1866,Turkey,"37°14'44.3""N","42°28'23.3""E",6.515627332,-8.268993933,0.994242411
SAMP1871,Turkey,"38°23'51.5""N","42°06'38.2""E",7.084102997,-6.723099143,0.491914208
SAMP1873,Turkey,"37°55'21.1""N","40°12'35.9""E",6.231596911,-8.288774565,0.443399069
SAMP1874,Turkey,"40°57'33.0""N","31°26'44.2""E",6.221832183,-8.53224684,0.786852249
SAMP1875,Turkey,"40°57'33.0""N","31°26'44.2""E",6.463160935,-7.625371557,0.55936942
SAMP1876,Turkey,"40°57'33.0""N","31°26'44.2""E",6.008521737,-8.625032862,1.300003339
SAMP1878,Turkey,"38°27'43.9""N","27°10'48.6""E",5.79029922,-8.909523799,1.334126817
SAMP1882,Turkey,"36°15'59.1""N","36°33'45.0""E",6.616942136,-8.330150126,0.9512994
SAMP1889,Turkey,"37°06'06.3""N","28°25'08.0""E",5.077222851,-8.769937344,1.382088086
SAMP1891,Turkey,"37°06'06.3""N","28°25'08.0""E",6.72255608,-9.465317038,1.101276074
SAMP1895,Turkey,"38°22'03.0""N","34°39'03.2""E",5.841704256,-9.116918816,1.272189484
SAMP1896,Turkey,"39°49'16.3""N","26°01'55.6""E",6.447108702,-8.496896723,0.593962985
SAMP1897,Turkey,"39°49'16.3""N","26°01'55.6""E",6.61255056,-8.280569289,0.354068259
SAMP1898,Turkey,"39°49'16.3""N","26°01'55.6""E",6.841450856,-7.964429698,0.511508714
SAMP1899,Turkey,"39°49'16.3""N","26°01'55.6""E",6.555337142,-8.151119409,0.722484794
SAMP19,Kenya,0.0°17.00'22.64''N,34.0°29.00'41.72''E,-7.902852737,-1.247822011,-1.18175985
SAMP1901,Turkey,"40°10'43.9""N","25°54'01.0""E",6.209897588,-7.451062133,0.287539642
SAMP1903,Turkey,"40°10'43.9""N","25°54'01.0""E",6.444410704,-7.714527628,0.496443013
SAMP1904,Turkey,"41°40'22.5""N","26°33'14.2""E",9.855598305,-1.912247896,-4.07128678
SAMP1906,Turkey,"41°40'22.5""N","26°33'14.2""E",5.826312254,-9.779625814,0.878985774
SAMP1907,Turkey,"41°40'22.5""N","26°33'14.2""E",7.168667078,-5.614439501,-1.582900753
SAMP1908,Turkey,"41°40'22.5""N","26°33'14.2""E",9.621195399,-2.029516543,-3.510336912
SAMP1909,Turkey,"41°40'22.5""N","26°33'14.2""E",8.95695464,-2.683272085,-2.762194256
SAMP1910,Turkey,"41°40'22.5""N","26°33'14.2""E",7.549316076,-5.761523778,-0.928821784
SAMP1911,Turkey,"37°43'24.5""N","44°02'24.6""E",5.131516021,-8.747863557,2.020750227
SAMP1912,Turkey,"37°43'24.5""N","44°02'24.6""E",6.81168342,-8.864979543,1.377757534
SAMP1913,Turkey,"40°47'12.4""N","30°24'26.7""E",6.263314781,-8.345022909,0.506929231
SAMP1915,Turkey,"37°14'44.3""N","42°28'23.3""E",6.534651248,-8.847187729,1.036619656
SAMP1917a,USA,"29°34'20.07""N","81°11'04.77""W",8.590701696,2.436028872,-0.28591129
SAMP1918a,USA,"29°34'20.07""N","81°11'04.77""W",7.294097728,2.099360979,-0.311897053
SAMP1919a,USA,"29°34'20.07""N","81°11'04.77""W",6.256014647,1.248746827,-0.750230371
SAMP1920a,USA,"29°34'20.07""N","81°11'04.77""W",7.009767286,2.046449635,-1.172799575
SAMP193,Zambia,10°32'36.24''S,31°09'01.97''E,-7.936610131,-0.694345291,-1.87108101
SAMP194,Zambia,10°32'36.24''S,31°09'01.97''E,-7.352454366,-1.844218888,-1.99246747
SAMP1945a,USA,"29°54'19.52""N","81°18'44.13""W",8.21173875,1.792520487,-0.115831924
SAMP1946a,USA,"29°54'19.52""N","81°18'44.13""W",6.561576876,1.903209078,-1.636142267
